Date;Road;Air
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/29/2015 12:00:00 AM;46.68;43.18
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 09:00:00 PM;48.69;44.77
01/29/2015 12:00:00 AM;46.68;43.18
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 11:00:00 PM;47.33;43.07
01/29/2015 12:00:00 AM;46.68;43.18
01/28/2015 07:00:00 PM;50;46.99
01/28/2015 09:00:00 PM;48.69;44.77
01/28/2015 08:00:00 PM;49.33;46.97
01/28/2015 10:00:00 PM;47.98;43.72
01/28/2015 11:00:00 PM;47.33;43.07
01/29/2015 12:00:00 AM;46.68;43.18
01/29/2015 01:00:00 AM;46.05;42.4
01/29/2015 02:00:00 AM;45.65;42.53
01/29/2015 03:00:00 AM;45.11;42.25
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 05:00:00 AM;44.36;42.49
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 05:00:00 AM;44.36;42.49
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 05:00:00 AM;44.36;42.49
01/29/2015 04:00:00 AM;44.59;41.73
01/29/2015 05:00:00 AM;44.36;42.49
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 07:00:00 AM;44.09;42.96
01/29/2015 06:00:00 AM;44.16;42.7
01/29/2015 07:00:00 AM;44.09;42.96
01/29/2015 08:00:00 AM;44.32;43.41
01/29/2015 09:00:00 AM;44.94;44.01
01/29/2015 10:00:00 AM;45.53;46.01
01/29/2015 10:00:00 AM;45.53;46.01
01/29/2015 10:00:00 AM;45.53;46.01
01/29/2015 11:00:00 AM;46.7;45.33
01/29/2015 12:00:00 PM;48.75;47.73
01/29/2015 01:00:00 PM;51.21;48.74
01/29/2015 02:00:00 PM;52.2;50.66
01/29/2015 03:00:00 PM;51.23;48.37
01/29/2015 04:00:00 PM;51;48.23
01/29/2015 05:00:00 PM;50.64;47.01
01/29/2015 06:00:00 PM;49.71;46.39
01/29/2015 07:00:00 PM;48.93;45.23
01/29/2015 08:00:00 PM;48.13;44.46
01/29/2015 09:00:00 PM;47.38;43.13
01/29/2015 10:00:00 PM;46.69;43.57
01/29/2015 11:00:00 PM;46.04;41.74
01/30/2015 12:00:00 AM;45.34;41.37
01/30/2015 01:00:00 AM;44.66;40.49
01/30/2015 02:00:00 AM;44.06;41.85
01/30/2015 03:00:00 AM;43.5;40.75
01/30/2015 04:00:00 AM;42.93;39.46
01/30/2015 05:00:00 AM;42.43;37.54
01/30/2015 06:00:00 AM;42.26;36.88
01/30/2015 07:00:00 AM;41.71;37.85
01/30/2015 08:00:00 AM;41.58;37.71
01/30/2015 08:00:00 AM;41.58;37.71
01/30/2015 09:00:00 AM;41.9;38.46
01/30/2015 10:00:00 AM;42.52;38.26
01/30/2015 10:00:00 AM;42.52;38.26
01/30/2015 11:00:00 AM;43.41;39.08
01/30/2015 12:00:00 PM;44.76;43.54
01/30/2015 01:00:00 PM;47.48;46.33
01/30/2015 02:00:00 PM;48.9;46.17
01/30/2015 03:00:00 PM;48.15;43.93
01/30/2015 03:00:00 PM;48.15;43.93
01/30/2015 04:00:00 PM;47.5;44.4
01/30/2015 05:00:00 PM;47.15;44.38
01/30/2015 06:00:00 PM;46.72;41.92
01/30/2015 07:00:00 PM;45.92;41.7
01/30/2015 08:00:00 PM;45.17;40.7
01/30/2015 09:00:00 PM;44.5;39.67
01/30/2015 10:00:00 PM;43.94;39.68
01/30/2015 11:00:00 PM;43.7;40.61
01/31/2015 12:00:00 AM;43.58;40.52
01/31/2015 01:00:00 AM;43.49;39.88
01/31/2015 02:00:00 AM;43.26;38.64
01/31/2015 03:00:00 AM;42.95;37.92
01/31/2015 04:00:00 AM;42.71;38.18
01/31/2015 05:00:00 AM;42.49;37.02
01/31/2015 06:00:00 AM;42.24;37.74
01/31/2015 07:00:00 AM;42.02;37.96
01/31/2015 08:00:00 AM;41.93;39.03
01/31/2015 09:00:00 AM;41.97;38.4
01/31/2015 10:00:00 AM;42.2;38.63
01/31/2015 11:00:00 AM;42.94;39.97
01/31/2015 12:00:00 PM;44.35;41.65
01/31/2015 01:00:00 PM;45.09;42.21
01/31/2015 02:00:00 PM;45.85;43.35
01/31/2015 03:00:00 PM;46.49;43.5
01/31/2015 04:00:00 PM;46.49;43.21
01/31/2015 05:00:00 PM;46.17;42.77
01/31/2015 06:00:00 PM;45.8;42.37
01/31/2015 07:00:00 PM;45.5;43.6
01/31/2015 08:00:00 PM;45.28;43.23
01/31/2015 09:00:00 PM;45.04;43.07
01/31/2015 10:00:00 PM;44.84;43.09
01/31/2015 11:00:00 PM;44.68;43.18
02.01.2015 0:00;44.47;43.11
02.01.2015 1:00;44.16;42.88
02.01.2015 2:00;43.85;42.54
02.01.2015 3:00;43.62;43.19
02.01.2015 4:00;43.57;43.37
02.01.2015 5:00;43.53;42.86
02.01.2015 6:00;43.45;42.84
02.01.2015 7:00;43.38;42.89
02.01.2015 8:00;43.37;43.7
02.01.2015 9:00;43.58;44.84
02.01.2015 10:00;43.97;45.32
02.01.2015 11:00;44.32;45.34
02.01.2015 12:00;44.76;44.56
02.01.2015 13:00;45.25;45.25
02.01.2015 14:00;46.12;47.01
02.01.2015 15:00;46.51;47.39
02.01.2015 16:00;46.86;47.42
02.01.2015 17:00;46.63;47.41
02.01.2015 18:00;46.49;47.75
02.01.2015 19:00;46.44;48.19
02.01.2015 20:00;46.76;49.59
02.01.2015 21:00;47.24;49.3
02.01.2015 22:00;47.28;48.68
02.01.2015 23:00;47.15;48.51
02.02.2015 0:00;46.95;48.08
02.02.2015 1:00;46.81;48.5
02.02.2015 2:00;46.69;48.44
02.02.2015 3:00;46.47;47.2
02.02.2015 4:00;45.89;46.25
02.02.2015 5:00;45.5;45.65
02.02.2015 6:00;45.4;45.33
02.02.2015 7:00;45.36;44.43
02.02.2015 8:00;45.52;44.84
02.02.2015 9:00;45.78;44.16
02.02.2015 10:00;46.02;44.45
02.02.2015 10:00;46.02;44.45
02.02.2015 11:00;46.69;45.52
02.02.2015 11:00;46.69;45.52
02.02.2015 12:00;47.18;45.84
02.02.2015 12:00;47.18;45.84
02.02.2015 12:00;47.18;45.84
02.02.2015 13:00;47.78;47.49
02.02.2015 13:00;47.78;47.49
02.02.2015 14:00;48.47;49.11
02.02.2015 15:00;49.2;51.15
02.02.2015 16:00;49.65;52.07
02.02.2015 17:00;49.66;51.03
02.02.2015 17:00;49.66;51.03
02.02.2015 18:00;49.52;51
02.02.2015 19:00;49.4;50.25
02.02.2015 20:00;49.28;50.07
02.02.2015 21:00;48.98;49.46
02.02.2015 22:00;48.55;49.06
02.02.2015 23:00;48.3;48.47
02.03.2015 0:00;47.95;48.01
02.03.2015 1:00;47.58;47.83
02.03.2015 2:00;47.23;47.6
02.03.2015 3:00;46.87;47.63
02.03.2015 4:00;46.74;47
02.03.2015 5:00;46.44;46.69
02.03.2015 6:00;46.27;47.31
02.03.2015 7:00;46.27;48.4
02.03.2015 7:00;46.27;48.4
02.03.2015 8:00;46.75;49.65
02.03.2015 8:00;46.75;49.65
02.03.2015 8:00;46.75;49.65
02.03.2015 8:00;46.75;49.65
02.03.2015 9:00;47.64;49.83
02.03.2015 9:00;47.64;49.83
02.03.2015 10:00;48.3;49.7
02.03.2015 11:00;48.78;49.51
02.03.2015 11:00;48.78;49.51
02.03.2015 12:00;48.87;48.33
02.03.2015 12:00;48.87;48.33
02.03.2015 12:00;48.87;48.33
02.03.2015 12:00;48.87;48.33
02.03.2015 12:00;48.87;48.33
02.03.2015 13:00;49.08;48.82
02.03.2015 12:00;48.87;48.33
02.03.2015 13:00;49.08;48.82
02.03.2015 12:00;48.87;48.33
02.03.2015 13:00;49.08;48.82
02.03.2015 12:00;48.87;48.33
02.03.2015 13:00;49.08;48.82
02.03.2015 14:00;49.32;48.7
02.03.2015 14:00;49.32;48.7
02.03.2015 14:00;49.32;48.7
02.03.2015 14:00;49.32;48.7
02.03.2015 15:00;49.47;49.16
02.03.2015 16:00;50.2;49.89
02.03.2015 17:00;50.01;50.05
02.03.2015 18:00;49.48;48.68
02.03.2015 19:00;48.99;48.25
02.03.2015 20:00;48.84;48.16
02.03.2015 21:00;48.69;48.02
02.03.2015 22:00;48.51;47.63
02.03.2015 23:00;48.18;46.86
02.04.2015 0:00;47.5;45.89
02.04.2015 1:00;46.91;44.95
02.04.2015 2:00;46.37;44.15
02.04.2015 3:00;45.9;43.62
02.04.2015 4:00;45.56;43.27
02.04.2015 5:00;45.2;42.39
02.04.2015 6:00;44.96;43.33
02.04.2015 7:00;44.9;43.62
02.04.2015 8:00;45.05;44.97
02.04.2015 9:00;45.64;45.55
02.04.2015 9:00;45.64;45.55
02.04.2015 9:00;45.64;45.55
02.04.2015 9:00;45.64;45.55
02.04.2015 10:00;46.03;45.83
02.04.2015 10:00;46.03;45.83
02.04.2015 10:00;46.03;45.83
02.04.2015 10:00;46.03;45.83
02.04.2015 10:00;46.03;45.83
02.04.2015 11:00;46.6;46.4
02.04.2015 10:00;46.03;45.83
02.04.2015 11:00;46.6;46.4
02.04.2015 10:00;46.03;45.83
02.04.2015 11:00;46.6;46.4
02.04.2015 10:00;46.03;45.83
02.04.2015 11:00;46.6;46.4
02.04.2015 10:00;46.03;45.83
02.04.2015 11:00;46.6;46.4
02.04.2015 12:00;47.41;47.46
02.04.2015 13:00;47.94;48.35
02.04.2015 14:00;48.06;47.51
02.04.2015 14:00;48.06;47.51
02.04.2015 14:00;48.06;47.51
02.04.2015 15:00;48.18;48.47
02.04.2015 16:00;48.67;50.22
02.04.2015 17:00;48.66;47.14
02.04.2015 18:00;48.84;48.14
02.04.2015 19:00;48.94;47.55
02.04.2015 20:00;48.7;47.38
02.04.2015 21:00;48.48;47.41
02.04.2015 22:00;48.33;47.6
02.04.2015 23:00;48.15;46.97
02.05.2015 0:00;47.89;46.51
02.05.2015 1:00;47.65;46.63
02.05.2015 2:00;47.44;47.26
02.05.2015 3:00;47.36;47.4
02.05.2015 4:00;47.32;47.76
02.05.2015 5:00;47.2;47
02.05.2015 6:00;47.14;47.4
02.05.2015 7:00;47.28;48.4
02.05.2015 8:00;47.81;49.57
02.05.2015 9:00;48.64;51.26
02.05.2015 10:00;49.62;52.02
02.05.2015 11:00;50.31;54.38
02.05.2015 12:00;51.67;56.36
02.05.2015 13:00;52.37;55.42
02.05.2015 14:00;52.83;56.16
02.05.2015 14:00;52.83;56.16
02.05.2015 15:00;53.37;56.8
02.05.2015 16:00;53.72;56.83
02.05.2015 17:00;54.05;56.17
02.05.2015 18:00;54.35;56.65
02.05.2015 19:00;54.18;53.99
02.05.2015 20:00;53.8;53.58
02.05.2015 21:00;53.42;52.97
02.05.2015 22:00;52.96;52.16
02.05.2015 23:00;52.61;53.03
02.06.2015 0:00;52.36;54.16
02.06.2015 1:00;52.21;55.77
02.06.2015 2:00;52.15;55.38
02.06.2015 3:00;52.11;55.17
02.06.2015 4:00;52.13;55.18
02.06.2015 5:00;52.17;54.12
02.06.2015 6:00;52.2;54.44
02.06.2015 7:00;52.28;54.9
02.06.2015 8:00;52.63;56.16
02.06.2015 9:00;53.46;56.44
02.06.2015 10:00;53.61;54.24
02.06.2015 11:00;53.78;54.55
02.06.2015 12:00;53.82;54.6
02.06.2015 12:00;53.82;54.6
02.06.2015 12:00;53.82;54.6
02.06.2015 13:00;53.99;53.4
02.06.2015 14:00;53.78;53.32
02.06.2015 14:00;53.78;53.32
02.06.2015 15:00;53.74;54.01
02.06.2015 16:00;54.08;54.46
02.06.2015 17:00;53.91;55.02
02.06.2015 18:00;53.35;54.97
02.06.2015 19:00;52.82;55.49
02.06.2015 20:00;52.35;55.28
02.06.2015 21:00;52.02;54.42
02.06.2015 22:00;51.52;54.05
02.06.2015 23:00;51.2;54.49
02.07.2015 0:00;50.98;53.4
02.07.2015 1:00;50.84;53.32
02.07.2015 2:00;50.75;51.6
02.07.2015 3:00;50.68;51.14
02.07.2015 4:00;50.44;50.03
02.07.2015 5:00;50.16;48.62
02.07.2015 6:00;49.98;48.94
02.07.2015 7:00;49.84;48.85
02.07.2015 8:00;49.83;48.95
02.07.2015 9:00;49.85;49.57
02.07.2015 10:00;50.17;52.84
02.07.2015 11:00;50.95;54.68
02.07.2015 12:00;52.36;53.7
02.07.2015 13:00;52.28;53.93
02.07.2015 14:00;52.55;54.07
02.07.2015 15:00;53.1;53.7
02.07.2015 16:00;53.32;52.59
02.07.2015 17:00;53.2;53.1
02.07.2015 17:00;53.2;53.1
02.07.2015 18:00;52.77;52.67
02.07.2015 19:00;52.49;52.82
02.07.2015 20:00;52.36;52.2
02.07.2015 21:00;52.16;52.02
02.07.2015 22:00;51.98;51.13
02.07.2015 23:00;51.71;50.82
02.08.2015 0:00;51.42;49.91
02.08.2015 1:00;50.93;49.76
02.08.2015 2:00;50.72;49.4
02.08.2015 3:00;50.39;49.85
02.08.2015 4:00;50.14;50.42
02.08.2015 5:00;49.55;48.43
02.08.2015 6:00;49.22;49.03
02.08.2015 7:00;49.08;48.45
02.08.2015 8:00;48.74;48.16
02.08.2015 9:00;48.78;49.69
02.08.2015 10:00;49.74;52.25
02.08.2015 11:00;51.19;55.96
02.08.2015 12:00;52.94;57.14
02.08.2015 13:00;54.15;57.42
02.08.2015 14:00;54.75;57.61
02.08.2015 14:00;54.75;57.61
02.08.2015 15:00;54.96;57.39
02.08.2015 16:00;55.13;56.66
02.08.2015 17:00;55.04;56.65
02.08.2015 18:00;54.93;57.67
02.08.2015 19:00;54.72;55.66
02.08.2015 20:00;54.2;53.83
02.08.2015 21:00;53.65;53.95
02.08.2015 22:00;53.08;50.76
02.08.2015 23:00;52.56;50.01
02.09.2015 0:00;52.11;49.6
02.09.2015 1:00;51.69;49.4
02.09.2015 2:00;51.17;49.92
02.09.2015 3:00;50.77;51.15
02.09.2015 4:00;50.54;49
02.09.2015 5:00;50.2;48.66
02.09.2015 6:00;50;48.64
02.09.2015 7:00;49.8;48.57
02.09.2015 8:00;49.92;49.42
02.09.2015 9:00;50.55;50.43
02.09.2015 9:00;50.55;50.43
02.09.2015 9:00;50.55;50.43
02.09.2015 10:00;50.79;50.59
02.09.2015 11:00;51.17;52.11
02.09.2015 12:00;51.91;51.49
02.09.2015 13:00;52.51;52.9
02.09.2015 14:00;53.33;55.37
02.09.2015 14:00;53.33;55.37
02.09.2015 15:00;53.86;56.31
02.09.2015 16:00;53.93;56.08
02.09.2015 16:00;53.93;56.08
02.09.2015 17:00;54.01;54.9
02.09.2015 18:00;53.79;54.38
02.09.2015 19:00;53.45;53.89
02.09.2015 20:00;53.16;52.72
02.09.2015 21:00;52.83;52.26
02.09.2015 22:00;52.67;52.03
02.09.2015 23:00;52.51;51.69
02.10.2015 0:00;52.33;51.37
02.10.2015 1:00;52.16;51.54
02.10.2015 2:00;52.04;51.83
02.10.2015 3:00;51.9;51.58
02.10.2015 4:00;51.76;51.37
02.10.2015 5:00;51.64;51.19
02.10.2015 6:00;51.56;50.98
02.10.2015 7:00;51.48;50.96
02.10.2015 8:00;51.48;51.23
02.10.2015 8:00;51.48;51.23
02.10.2015 8:00;51.48;51.23
02.10.2015 8:00;51.48;51.23
02.10.2015 9:00;51.69;51.05
02.10.2015 8:00;51.48;51.23
02.10.2015 9:00;51.69;51.05
02.10.2015 10:00;52.01;51.05
02.10.2015 10:00;52.01;51.05
02.10.2015 11:00;52.95;53.08
02.10.2015 11:00;52.95;53.08
02.10.2015 12:00;55.42;53.5
02.10.2015 12:00;55.42;53.5
02.10.2015 13:00;56.47;55.25
02.10.2015 13:00;56.47;55.25
02.10.2015 14:00;58.03;54.66
02.10.2015 15:00;58.08;55.33
02.10.2015 15:00;58.08;55.33
02.10.2015 16:00;57.77;54.68
02.10.2015 17:00;56.87;52.81
02.10.2015 18:00;56.07;52.04
02.10.2015 18:00;56.07;52.04
02.10.2015 19:00;55.57;50.31
02.10.2015 20:00;54.65;49.89
02.10.2015 21:00;53.74;48.18
02.10.2015 22:00;53;48.78
02.10.2015 23:00;52.52;48.39
02.11.2015 0:00;52.08;47.93
02.11.2015 1:00;51.65;47.15
02.11.2015 2:00;50.98;46.09
02.11.2015 3:00;50.23;45.76
02.11.2015 4:00;49.55;45.11
02.11.2015 5:00;48.92;44.48
02.11.2015 6:00;48.53;44.43
02.11.2015 7:00;48.1;45.14
02.11.2015 8:00;48.05;45.07
02.11.2015 9:00;48.64;45.27
02.11.2015 10:00;49.36;47.78
02.11.2015 10:00;49.36;47.78
02.11.2015 11:00;50.13;49.14
02.11.2015 12:00;51;49.76
02.11.2015 13:00;51.79;50.06
02.11.2015 14:00;52.33;52.66
02.11.2015 15:00;53.17;53.1
02.11.2015 16:00;53.66;53.36
02.11.2015 17:00;53.64;53.82
02.11.2015 18:00;53.52;53.92
02.11.2015 19:00;53.51;53.41
02.11.2015 20:00;53.26;53.72
02.11.2015 21:00;53.01;52.22
02.11.2015 22:00;52.78;53.51
02.11.2015 23:00;52.61;52.95
02.12.2015 0:00;52.22;52.65
02.12.2015 1:00;51.87;53.2
02.12.2015 2:00;51.63;52.17
02.12.2015 3:00;51.41;50.53
02.12.2015 4:00;51.08;49.8
02.12.2015 5:00;50.8;49.84
02.12.2015 6:00;50.66;50.39
02.12.2015 7:00;50.59;49.76
02.12.2015 8:00;50.75;51.84
02.12.2015 9:00;51.45;54.13
02.12.2015 10:00;52.44;55.05
02.12.2015 10:00;52.44;55.05
02.12.2015 11:00;53.25;55.18
02.12.2015 11:00;53.25;55.18
02.12.2015 12:00;54.45;56.59
02.12.2015 13:00;55.64;59.04
02.12.2015 13:00;55.64;59.04
02.12.2015 13:00;55.64;59.04
02.12.2015 14:00;57.78;59.93
02.12.2015 14:00;57.78;59.93
02.12.2015 15:00;58.7;61.12
02.12.2015 16:00;59.22;60.69
02.12.2015 16:00;59.22;60.69
02.12.2015 17:00;59.55;60.23
02.12.2015 18:00;59.12;58.26
02.12.2015 19:00;58.67;57.35
02.12.2015 20:00;58.2;57.04
02.12.2015 21:00;57.82;55.03
02.12.2015 22:00;57.35;52.93
02.12.2015 23:00;56.77;51.16
02/13/2015 12:00:00 AM;56.12;51.36
02/13/2015 01:00:00 AM;55.29;49.87
02/13/2015 02:00:00 AM;54.6;49
02/13/2015 03:00:00 AM;53.9;48.39
02/13/2015 04:00:00 AM;53.15;47.88
02/13/2015 05:00:00 AM;52.43;47.89
02/13/2015 06:00:00 AM;51.82;47.27
02/13/2015 07:00:00 AM;51.39;48.4
02/13/2015 08:00:00 AM;51.2;48.6
02/13/2015 09:00:00 AM;51.78;49.91
02/13/2015 10:00:00 AM;52.61;50.93
02/13/2015 12:00:00 PM;55.56;55.61
02/13/2015 01:00:00 PM;57.59;55.38
02/13/2015 02:00:00 PM;59.11;57.24
02/13/2015 03:00:00 PM;59.84;59.74
02/13/2015 04:00:00 PM;59.96;58.73
02/13/2015 05:00:00 PM;59.4;54.09
02/13/2015 06:00:00 PM;58.77;54.05
02/13/2015 07:00:00 PM;57.98;54.32
02/13/2015 08:00:00 PM;57.5;55.65
02/13/2015 09:00:00 PM;57.16;54.75
02/13/2015 10:00:00 PM;56.58;54.54
02/13/2015 11:00:00 PM;56.04;53.58
02/14/2015 12:00:00 AM;55.48;52.23
02/14/2015 01:00:00 AM;54.93;51.3
02/14/2015 02:00:00 AM;54.46;51.34
02/14/2015 03:00:00 AM;54.04;51.54
02/14/2015 04:00:00 AM;53.83;51.37
02/14/2015 05:00:00 AM;53.62;50.88
02/14/2015 06:00:00 AM;53.37;50.94
02/14/2015 07:00:00 AM;53.08;50.92
02/14/2015 08:00:00 AM;52.8;51.46
02/14/2015 09:00:00 AM;52.87;52.13
02/14/2015 10:00:00 AM;53.27;52.79
02/14/2015 11:00:00 AM;53.9;53.22
02/14/2015 11:00:00 AM;53.9;53.22
02/14/2015 12:00:00 PM;54.69;53.64
02/14/2015 01:00:00 PM;56.25;55.36
02/14/2015 02:00:00 PM;57.75;55.43
02/14/2015 03:00:00 PM;58.93;55.81
02/14/2015 04:00:00 PM;57.74;54.26
02/14/2015 05:00:00 PM;56.85;52.04
02/14/2015 06:00:00 PM;55.9;51.19
02/14/2015 07:00:00 PM;54.84;49.9
02/14/2015 08:00:00 PM;53.75;48.85
02/14/2015 09:00:00 PM;52.74;47.08
02/14/2015 10:00:00 PM;51.79;46.4
02/14/2015 11:00:00 PM;50.93;46.11
02/15/2015 12:00:00 AM;50.14;44.78
02/15/2015 01:00:00 AM;49.35;44.4
02/15/2015 02:00:00 AM;48.58;43.73
02/15/2015 03:00:00 AM;47.89;43.7
02/15/2015 04:00:00 AM;47.31;43.87
02/15/2015 05:00:00 AM;47.07;42.38
02/15/2015 06:00:00 AM;46.37;42.04
02/15/2015 07:00:00 AM;45.73;41.82
02/15/2015 08:00:00 AM;45.35;42.56
02/15/2015 09:00:00 AM;45.48;43.02
02/15/2015 10:00:00 AM;46.22;45.68
02/15/2015 11:00:00 AM;48.47;48.43
02/15/2015 12:00:00 PM;51.92;49.33
02/15/2015 01:00:00 PM;54.87;49.9
02/15/2015 02:00:00 PM;56.87;50.31
02/15/2015 03:00:00 PM;57.19;50.84
02/15/2015 04:00:00 PM;55.32;49.43
02/15/2015 05:00:00 PM;53.91;47.67
02/15/2015 06:00:00 PM;52.65;46.39
02/15/2015 07:00:00 PM;51.48;46.4
02/15/2015 08:00:00 PM;50.49;45.33
02/15/2015 09:00:00 PM;49.62;44.92
02/15/2015 10:00:00 PM;48.8;44.58
02/15/2015 11:00:00 PM;48.13;46.11
02/16/2015 12:00:00 AM;47.5;44.03
02/16/2015 01:00:00 AM;46.83;43.32
02/16/2015 02:00:00 AM;46.24;42.92
02/16/2015 03:00:00 AM;45.64;42.65
02/16/2015 04:00:00 AM;45.08;42.96
02/16/2015 05:00:00 AM;44.56;42.38
02/16/2015 06:00:00 AM;44.11;42.33
02/16/2015 07:00:00 AM;43.86;42.08
02/16/2015 07:00:00 AM;43.86;42.08
02/16/2015 08:00:00 AM;43.83;42.11
02/16/2015 09:00:00 AM;44.19;45.15
02/16/2015 10:00:00 AM;44.95;48.42
02/16/2015 11:00:00 AM;47.47;52.64
02/16/2015 12:00:00 PM;51.24;53.36
02/16/2015 01:00:00 PM;54.2;54.24
02/16/2015 02:00:00 PM;56.09;54.32
02/16/2015 02:00:00 PM;56.09;54.32
02/16/2015 03:00:00 PM;56.81;54.1
02/16/2015 04:00:00 PM;55.44;51.64
02/16/2015 05:00:00 PM;54.57;51.89
02/16/2015 06:00:00 PM;53.56;49.26
02/16/2015 07:00:00 PM;52.48;49.68
02/16/2015 08:00:00 PM;51.57;47
02/16/2015 09:00:00 PM;50.66;47.79
02/16/2015 10:00:00 PM;49.9;47.05
02/16/2015 11:00:00 PM;49.17;46.8
02/17/2015 12:00:00 AM;48.47;46.71
02/17/2015 01:00:00 AM;47.78;45.87
02/17/2015 02:00:00 AM;47.11;45.95
02/17/2015 03:00:00 AM;46.49;45.33
02/17/2015 04:00:00 AM;45.89;43.65
02/17/2015 05:00:00 AM;45.26;43.96
02/17/2015 06:00:00 AM;44.78;43.3
02/17/2015 06:00:00 AM;44.78;43.3
02/17/2015 07:00:00 AM;44.4;42.74
02/17/2015 08:00:00 AM;44.35;44.56
02/17/2015 09:00:00 AM;44.89;46.71
02/17/2015 10:00:00 AM;45.97;49.67
02/17/2015 10:00:00 AM;45.97;49.67
02/17/2015 10:00:00 AM;45.97;49.67
02/17/2015 10:00:00 AM;45.97;49.67
02/17/2015 10:00:00 AM;45.97;49.67
02/17/2015 11:00:00 AM;48.51;51.93
02/17/2015 12:00:00 PM;52.32;53.06
02/17/2015 12:00:00 PM;52.32;53.06
02/17/2015 12:00:00 PM;52.32;53.06
02/17/2015 12:00:00 PM;52.32;53.06
02/17/2015 01:00:00 PM;55.6;55.64
02/17/2015 01:00:00 PM;55.6;55.64
02/17/2015 01:00:00 PM;55.6;55.64
02/17/2015 01:00:00 PM;55.6;55.64
02/17/2015 02:00:00 PM;58.05;56.93
02/17/2015 02:00:00 PM;58.05;56.93
02/17/2015 02:00:00 PM;58.05;56.93
02/17/2015 02:00:00 PM;58.05;56.93
02/17/2015 03:00:00 PM;58.63;55.37
02/17/2015 03:00:00 PM;58.63;55.37
02/17/2015 04:00:00 PM;56.92;54.96
02/17/2015 05:00:00 PM;55.8;52.96
02/17/2015 06:00:00 PM;54.72;51.26
02/17/2015 06:00:00 PM;54.72;51.26
02/17/2015 06:00:00 PM;54.72;51.26
02/17/2015 07:00:00 PM;53.75;50.23
02/17/2015 08:00:00 PM;52.76;48.73
02/17/2015 09:00:00 PM;51.78;48.46
02/17/2015 10:00:00 PM;51.02;47.78
02/17/2015 11:00:00 PM;50.32;46.32
02/18/2015 12:00:00 AM;49.65;45.61
02/18/2015 01:00:00 AM;49.02;44.23
02/18/2015 02:00:00 AM;48.35;43.36
02/18/2015 03:00:00 AM;47.55;41.96
02/18/2015 04:00:00 AM;46.82;41.85
02/18/2015 05:00:00 AM;46.21;44.98
02/18/2015 06:00:00 AM;45.85;46.13
02/18/2015 07:00:00 AM;45.78;47.33
02/18/2015 08:00:00 AM;46.26;49.07
02/18/2015 08:00:00 AM;46.26;49.07
02/18/2015 09:00:00 AM;47.55;51.07
